Longitude,Latitude,Steering
35.1867104,32.9070511,32.1
35.1867104,32.9070511,32.5
35.1867104,32.9070511,32.4
35.1867104,32.9070511,32.2
35.1867104,32.9070511,32.1
35.1867104,32.9070511,32
35.1867104,32.9070511,31.8
35.1867104,32.9070511,31.7
35.1867104,32.9070511,31.5
35.1867104,32.9070511,31.4
35.1867142,32.9070511,31.3
35.1867142,32.9070511,31.1
35.1867142,32.9070511,30.2
35.1867142,32.9070511,29.3
35.1867142,32.9070511,28.4
35.1867142,32.9070511,27.5
35.1867142,32.9070511,26.6
35.1867142,32.9070511,25.7
35.1867142,32.9070511,24.8
35.1867142,32.9070511,23.9
35.1867142,32.9070511,23
35.1867142,32.9070511,22.1
35.1867142,32.9070511,21.6
35.1867142,32.9070511,21
35.1867142,32.9070511,20.4
35.1867142,32.9070511,19.8
35.1867142,32.9070511,19.3
35.1867142,32.9070511,18.7
35.1867142,32.9070511,18.1
35.1867142,32.9070511,17.5
35.1867142,32.9070473,16.9
35.1867142,32.9070473,16.4
35.1867142,32.9070473,16.6
35.1867142,32.9070473,16.8
35.1867142,32.9070473,17
35.1867142,32.9070473,17.2
35.1867142,32.9070473,17.5
35.1867142,32.9070473,17.7
35.1867142,32.9070473,17.9
35.1867142,32.9070473,18.1
35.1867142,32.9070473,18.3
35.1867142,32.9070473,18.5
35.1867142,32.9070473,18.3
35.1867142,32.9070473,18.1
35.1867142,32.9070473,17.9
35.1867142,32.9070473,17.7
35.1867142,32.9070473,17.5
35.1867142,32.9070473,17.4
35.1867142,32.9070473,17.2
35.186718,32.9070435,17
35.186718,32.9070435,16.8
35.186718,32.9070435,16.6
35.186718,32.9070435,15.4
35.186718,32.9070435,14.3
35.186718,32.9070435,13.2
35.186718,32.9070435,12
35.186718,32.9070435,10.9
35.186718,32.9070435,9.8
35.186718,32.9070435,8.6
35.186718,32.9070435,7.5
35.186718,32.9070435,6.4
35.186718,32.9070435,5.2
35.186718,32.9070435,4.2
35.186718,32.9070435,3.2
35.186718,32.9070435,2.2
35.186718,32.9070435,1.1
35.186718,32.9070435,0.1
35.186718,32.9070435,-0.9
35.186718,32.9070435,-1.9
35.1867218,32.9070396,-2.9
35.1867218,32.9070396,-4
35.1867218,32.9070396,-5
35.1867218,32.9070396,-6.1
35.1867218,32.9070396,-7.3
35.1867218,32.9070396,-8.4
35.1867218,32.9070396,-9.5
35.1867218,32.9070396,-10.7
35.1867218,32.9070396,-11.8
35.1867218,32.9070396,-12.9
35.1867218,32.9070396,-14.1
35.1867218,32.9070396,-15.2
35.1867218,32.9070396,-16.3
35.1867218,32.9070396,-16.7
35.1867218,32.9070396,-17.1
35.1867218,32.9070396,-17.6
35.1867218,32.9070396,-18
35.1867218,32.9070396,-18.4
35.1867218,32.9070396,-18.8
35.1867218,32.9070396,-19.2
35.1867256,32.9070358,-19.6
35.1867256,32.9070358,-20
35.1867256,32.9070358,-20.4
35.1867256,32.9070358,-20.9
35.1867256,32.9070358,-21.3
35.1867256,32.9070358,-21.8
35.1867256,32.9070358,-22.2
35.1867256,32.9070358,-22.7
35.1867256,32.9070358,-23.2
35.1867256,32.9070358,-23.6
35.1867256,32.9070358,-24.1
35.1867256,32.9070358,-24.6
35.1867256,32.9070358,-25
35.1867256,32.9070358,-24.8
35.1867256,32.9070358,-24.6
35.1867256,32.9070358,-24.4
35.1867256,32.9070358,-24.2
35.1867256,32.9070358,-24
35.1867256,32.9070358,-23.8
35.1867256,32.9070358,-23.6
35.1867371,32.9070358,-23.4
35.1867371,32.9070358,-23.2
35.1867371,32.9070358,-23
35.1867371,32.9070358,-23.7
35.1867371,32.9070358,-24.4
35.1867371,32.9070358,-25
35.1867371,32.9070358,-25.7
35.1867371,32.9070358,-26.3
35.1867371,32.9070358,-27
35.1867371,32.9070358,-27.7
35.1867371,32.9070358,-28.3
35.1867371,32.9070358,-29
35.1867371,32.9070358,-29.7
35.1867371,32.9070358,-30.2
35.1867371,32.9070358,-30.7
35.1867371,32.9070358,-31.2
35.1867371,32.9070358,-31.7
35.1867371,32.9070358,-32.2
35.1867371,32.9070358,-32.7
35.1867371,32.9070358,-33.2
35.1867447,32.9070282,-33.7
35.1867447,32.9070282,-34.2
35.1867447,32.9070282,-34.7
35.1867447,32.9070282,-35.6
35.1867447,32.9070282,-36.6
35.1867447,32.9070282,-37.6
35.1867447,32.9070282,-38.6
35.1867447,32.9070282,-39.6
35.1867447,32.9070282,-40.6
35.1867447,32.9070282,-41.5
35.1867447,32.9070282,-42.5
35.1867447,32.9070282,-43.5
35.1867447,32.9070282,-44.5
35.1867447,32.9070282,-46.3
35.1867447,32.9070282,-48
35.1867447,32.9070282,-49.8
35.1867447,32.9070282,-51.6
35.1867447,32.9070282,-53.4
35.1867447,32.9070282,-55.2
35.1867447,32.9070282,-56.9
35.1867523,32.9070206,-58.7
35.1867523,32.9070206,-60.5
35.1867523,32.9070206,-62.3
35.1867523,32.9070206,-62.4
35.1867523,32.9070206,-62.6
35.1867523,32.9070206,-62.8
35.1867523,32.9070206,-62.9
35.1867523,32.9070206,-63.1
35.1867523,32.9070206,-63.3
35.1867523,32.9070206,-63.5
35.1867523,32.9070206,-63.6
35.1867523,32.9070206,-63.8
35.1867523,32.9070206,-64
35.1867523,32.9070206,-64.7
35.1867523,32.9070206,-65.3
35.1867523,32.9070206,-66
35.1867523,32.9070206,-66.7
35.1867523,32.9070206,-67.4
35.1867523,32.9070206,-68.1
35.1867523,32.9070206,-68.8
35.1867638,32.9070129,-69.5
35.1867638,32.9070129,-70.2
35.1867638,32.9070129,-70.9
35.1867638,32.9070129,-71.5
35.1867638,32.9070129,-72.2
35.1867638,32.9070129,-72.9
35.1867638,32.9070129,-73.6
35.1867638,32.9070129,-74.3
35.1867638,32.9070129,-74.9
35.1867638,32.9070129,-75.6
35.1867638,32.9070129,-76.3
35.1867638,32.9070129,-77
35.1867638,32.9070129,-77.7
35.1867638,32.9070129,-76.9
35.1867638,32.9070129,-76
35.1867638,32.9070129,-75.2
35.1867638,32.9070129,-74.4
35.1867638,32.9070129,-73.6
35.1867638,32.9070129,-72.8
35.1867638,32.9070129,-72
35.186779,32.9070129,-71.2
35.186779,32.9070129,-70.4
35.186779,32.9070129,-69.5
35.186779,32.9070129,-69.7
35.186779,32.9070129,-69.8
35.186779,32.9070129,-69.9
35.186779,32.9070129,-70
35.186779,32.9070129,-70.2
35.186779,32.9070129,-70.3
35.186779,32.9070129,-70.4
35.186779,32.9070129,-70.5
35.186779,32.9070129,-70.6
35.186779,32.9070129,-70.8
35.186779,32.9070129,-70.5
35.186779,32.9070129,-70.2
35.186779,32.9070129,-69.9
35.186779,32.9070129,-69.6
35.186779,32.9070129,-69.3
35.186779,32.9070129,-69
35.186779,32.9070129,-68.7
35.1867943,32.9070091,-68.3
35.1867943,32.9070091,-68
35.1867943,32.9070091,-67.7
35.1867943,32.9070091,-67.3
35.1867943,32.9070091,-66.9
35.1867943,32.9070091,-66.4
35.1867943,32.9070091,-66
35.1867943,32.9070091,-65.6
35.1867943,32.9070091,-65.1
35.1867943,32.9070091,-64.7
35.1867943,32.9070091,-64.3
35.1867943,32.9070091,-63.8
35.1867943,32.9070091,-63.4
35.1867943,32.9070091,-67
35.1867943,32.9070091,-70.7
35.1867943,32.9070091,-74.3
35.1867943,32.9070091,-77.9
35.1867943,32.9070091,-81.5
35.1867943,32.9070091,-85.2
35.1867943,32.9070091,-88.8
35.1868095,32.9070053,-92.4
35.1868095,32.9070053,-96.1
35.1868095,32.9070053,-99.7
35.1868095,32.9070053,-95.3
35.1868095,32.9070053,-90.9
35.1868095,32.9070053,-86.5
35.1868095,32.9070053,-82.1
35.1868095,32.9070053,-77.7
35.1868095,32.9070053,-73.3
35.1868095,32.9070053,-68.9
35.1868095,32.9070053,-64.5
35.1868095,32.9070053,-60.1
35.1868095,32.9070053,-55.7
35.1868095,32.9070053,-54
35.1868095,32.9070053,-52.2
35.1868095,32.9070053,-50.5
35.1868095,32.9070053,-48.7
35.1868095,32.9070053,-47
35.1868095,32.9070053,-45.3
35.1868095,32.9070053,-43.5
35.1868324,32.9070053,-41.8
35.1868324,32.9070053,-40
35.1868324,32.9070053,-38.3
35.1868324,32.9070053,-37.8
35.1868324,32.9070053,-37.3
35.1868324,32.9070053,-36.8
35.1868324,32.9070053,-36.4
35.1868324,32.9070053,-35.9
35.1868324,32.9070053,-35.4
35.1868324,32.9070053,-34.9
35.1868324,32.9070053,-34.5
35.1868324,32.9070053,-34
35.1868324,32.9070053,-33.5
35.1868324,32.9070053,-33.5
35.1868324,32.9070053,-33.5
35.1868324,32.9070053,-33.4
35.1868324,32.9070053,-33.4
35.1868324,32.9070053,-33.4
35.1868324,32.9070053,-33.4
35.1868324,32.9070053,-33.3
35.1868515,32.9070091,-33.3
35.1868515,32.9070091,-33.3
35.1868515,32.9070091,-33.2
35.1868515,32.9070091,-32.8
35.1868515,32.9070091,-32.4
35.1868515,32.9070091,-31.9
35.1868515,32.9070091,-31.5
35.1868515,32.9070091,-31.1
35.1868515,32.9070091,-30.6
35.1868515,32.9070091,-30.2
35.1868515,32.9070091,-29.8
35.1868515,32.9070091,-29.3
35.1868515,32.9070091,-28.9
35.1868515,32.9070091,-29.1
35.1868515,32.9070091,-29.3
35.1868515,32.9070091,-29.6
35.1868515,32.9070091,-29.8
35.1868515,32.9070091,-30
35.1868515,32.9070091,-30.2
35.1868515,32.9070091,-30.4
35.1868706,32.9070091,-30.6
35.1868706,32.9070091,-30.9
35.1868706,32.9070091,-31.1
35.1868706,32.9070091,-29.6
35.1868706,32.9070091,-28.2
35.1868706,32.9070091,-26.8
35.1868706,32.9070091,-25.4
35.1868706,32.9070091,-23.9
35.1868706,32.9070091,-22.5
35.1868706,32.9070091,-21.1
35.1868706,32.9070091,-19.7
35.1868706,32.9070091,-18.2
35.1868706,32.9070091,-16.8
35.1868706,32.9070091,-13.6
35.1868706,32.9070091,-10.5
35.1868706,32.9070091,-7.3
35.1868706,32.9070091,-4.1
35.1868706,32.9070091,-0.9
35.1868706,32.9070091,2.2
35.1868706,32.9070091,5.4
35.1868858,32.9070091,8.6
35.1868858,32.9070091,11.8
35.1868858,32.9070091,15
35.1868858,32.9070091,17.7
35.1868858,32.9070091,20.4
35.1868858,32.9070091,23.2
35.1868858,32.9070091,25.9
35.1868858,32.9070091,28.7
35.1868858,32.9070091,31.4
35.1868858,32.9070091,34.1
35.1868858,32.9070091,36.9
35.1868858,32.9070091,39.6
35.1868858,32.9070091,42.4
35.1868858,32.9070091,42.8
35.1868858,32.9070091,43.2
35.1868858,32.9070091,43.7
35.1868858,32.9070091,44.1
35.1868858,32.9070091,44.5
35.1868858,32.9070091,45
35.1868858,32.9070091,45.4
35.1869011,32.9070053,45.8
35.1869011,32.9070053,46.3
35.1869011,32.9070053,46.7
35.1869011,32.9070053,46.1
35.1869011,32.9070053,45.6
35.1869011,32.9070053,45
35.1869011,32.9070053,44.4
35.1869011,32.9070053,43.9
35.1869011,32.9070053,43.3
35.1869011,32.9070053,42.7
35.1869011,32.9070053,42.2
35.1869011,32.9070053,41.6
35.1869011,32.9070053,41
35.1869011,32.9070053,40.3
35.1869011,32.9070053,39.6
35.1869011,32.9070053,38.9
35.1869011,32.9070053,38.2
35.1869011,32.9070053,37.5
35.1869011,32.9070053,36.8
35.1869011,32.9070053,36.1
35.1869202,32.9070015,35.4
35.1869202,32.9070015,34.7
35.1869202,32.9070015,34
35.1869202,32.9070015,33.7
35.1869202,32.9070015,33.4
35.1869202,32.9070015,33.1
35.1869202,32.9070015,32.8
35.1869202,32.9070015,32.5
35.1869202,32.9070015,32.2
35.1869202,32.9070015,31.9
35.1869202,32.9070015,31.5
35.1869202,32.9070015,31.2
35.1869202,32.9070015,30.9
35.1869202,32.9070015,32.3
35.1869202,32.9070015,33.7
35.1869202,32.9070015,35.1
35.1869202,32.9070015,36.4
35.1869202,32.9070015,37.8
35.1869202,32.9070015,39.2
35.1869202,32.9070015,40.6
35.1869316,32.9069939,42
35.1869316,32.9069939,43.3
35.1869316,32.9069939,44.7
35.1869316,32.9069939,43.3
35.1869316,32.9069939,41.9
35.1869316,32.9069939,40.6
35.1869316,32.9069939,39.2
35.1869316,32.9069939,37.8
35.1869316,32.9069939,36.4
35.1869316,32.9069939,35
35.1869316,32.9069939,33.6
35.1869316,32.9069939,32.2
35.1869316,32.9069939,30.8
35.1869316,32.9069939,26.8
35.1869316,32.9069939,22.8
35.1869316,32.9069939,18.8
35.1869316,32.9069939,14.8
35.1869316,32.9069939,10.8
35.1869316,32.9069939,6.8
35.1869316,32.9069939,2.8
35.1869431,32.9069824,-1.2
35.1869431,32.9069824,-5.2
35.1869431,32.9069824,-9.2
35.1869431,32.9069824,-13.9
35.1869431,32.9069824,-18.5
35.1869431,32.9069824,-23.2
35.1869431,32.9069824,-27.8
35.1869431,32.9069824,-32.5
35.1869431,32.9069824,-37.1
35.1869431,32.9069824,-41.8
35.1869431,32.9069824,-46.4
35.1869431,32.9069824,-51.1
35.1869431,32.9069824,-55.7
35.1869431,32.9069824,-57.9
35.1869431,32.9069824,-60
35.1869431,32.9069824,-62.1
35.1869431,32.9069824,-64.2
35.1869431,32.9069824,-66.4
35.1869431,32.9069824,-68.5
35.1869431,32.9069824,-70.6
35.1869583,32.906971,-72.8
35.1869583,32.906971,-74.9
35.1869583,32.906971,-77
35.1869583,32.906971,-75.6
35.1869583,32.906971,-74.1
35.1869583,32.906971,-72.7
35.1869583,32.906971,-71.2
35.1869583,32.906971,-69.8
35.1869583,32.906971,-68.3
35.1869583,32.906971,-66.9
35.1869583,32.906971,-65.4
35.1869583,32.906971,-64
35.1869583,32.906971,-62.5
35.1869583,32.906971,-61.5
35.1869583,32.906971,-60.4
35.1869583,32.906971,-59.3
35.1869583,32.906971,-58.2
35.1869583,32.906971,-57.2
35.1869583,32.906971,-56.1
35.1869583,32.906971,-55
35.1869698,32.9069595,-53.9
35.1869698,32.9069595,-52.8
35.1869698,32.9069595,-51.8
35.1869698,32.9069595,-53
35.1869698,32.9069595,-54.2
35.1869698,32.9069595,-55.5
35.1869698,32.9069595,-56.7
35.1869698,32.9069595,-57.9
35.1869698,32.9069595,-59.1
35.1869698,32.9069595,-60.4
35.1869698,32.9069595,-61.6
35.1869698,32.9069595,-62.8
35.1869698,32.9069595,-64.1
35.1869698,32.9069595,-65.6
35.1869698,32.9069595,-67.1
35.1869698,32.9069595,-68.7
35.1869698,32.9069595,-70.2
35.1869698,32.9069595,-71.7
35.1869698,32.9069595,-73.2
35.1869698,32.9069595,-74.8
35.1869812,32.9069557,-76.3
35.1869812,32.9069557,-77.8
35.1869812,32.9069557,-79.4
35.1869812,32.9069557,-79.6
35.1869812,32.9069557,-79.8
35.1869812,32.9069557,-80
35.1869812,32.9069557,-80.3
35.1869812,32.9069557,-80.5
35.1869812,32.9069557,-80.7
35.1869812,32.9069557,-81
35.1869812,32.9069557,-81.2
35.1869812,32.9069557,-81.4
35.1869812,32.9069557,-81.6
35.1869812,32.9069557,-81.4
35.1869812,32.9069557,-81.1
35.1869812,32.9069557,-80.8
35.1869812,32.9069557,-80.5
35.1869812,32.9069557,-80.3
35.1869812,32.9069557,-80
35.1869812,32.9069557,-79.7
35.1869965,32.9069481,-79.4
35.1869965,32.9069481,-79.2
35.1869965,32.9069481,-78.9
35.1869965,32.9069481,-78.4
35.1869965,32.9069481,-78
35.1869965,32.9069481,-77.5
35.1869965,32.9069481,-77.1
35.1869965,32.9069481,-76.6
35.1869965,32.9069481,-76.2
35.1869965,32.9069481,-75.7
35.1869965,32.9069481,-75.3
35.1869965,32.9069481,-74.8
35.1869965,32.9069481,-74.4
35.1869965,32.9069481,-71.6
35.1869965,32.9069481,-68.8
35.1869965,32.9069481,-66.1
35.1869965,32.9069481,-63.3
35.1869965,32.9069481,-60.5
35.1869965,32.9069481,-57.7
35.1869965,32.9069481,-55
35.1870117,32.9069443,-52.2
35.1870117,32.9069443,-49.4
35.1870117,32.9069443,-46.7
35.1870117,32.9069443,-44
35.1870117,32.9069443,-41.4
35.1870117,32.9069443,-38.7
35.1870117,32.9069443,-36
35.1870117,32.9069443,-33.4
35.1870117,32.9069443,-30.7
35.1870117,32.9069443,-28.1
35.1870117,32.9069443,-25.4
35.1870117,32.9069443,-22.8
35.1870117,32.9069443,-20.1
35.1870117,32.9069443,-21.2
35.1870117,32.9069443,-22.3
35.1870117,32.9069443,-23.3
35.1870117,32.9069443,-24.4
35.1870117,32.9069443,-25.5
35.1870117,32.9069443,-26.6
35.1870117,32.9069443,-27.7
35.1870346,32.9069443,-28.7
35.1870346,32.9069443,-29.8
35.1870346,32.9069443,-30.9
35.1870346,32.9069443,-29.1
35.1870346,32.9069443,-27.4
35.1870346,32.9069443,-25.6
35.1870346,32.9069443,-23.8
35.1870346,32.9069443,-22
35.1870346,32.9069443,-20.3
35.1870346,32.9069443,-18.5
35.1870346,32.9069443,-16.7
35.1870346,32.9069443,-15
35.1870346,32.9069443,-13.2
35.1870346,32.9069443,-13.2
35.1870346,32.9069443,-13.2
35.1870346,32.9069443,-13.2
35.1870346,32.9069443,-13.2
35.1870346,32.9069443,-13.2
35.1870346,32.9069443,-13.2
35.1870346,32.9069443,-13.1
35.1870537,32.9069405,-13.1
35.1870537,32.9069405,-13.1
35.1870537,32.9069405,-13.1
35.1870537,32.9069405,-15.1
35.1870537,32.9069405,-17.1
35.1870537,32.9069405,-19.2
35.1870537,32.9069405,-21.2
35.1870537,32.9069405,-23.2
35.1870537,32.9069405,-25.2
35.1870537,32.9069405,-27.2
35.1870537,32.9069405,-29.2
35.1870537,32.9069405,-31.2
35.1870537,32.9069405,-33.2
35.1870537,32.9069405,-30.1
35.1870537,32.9069405,-27
35.1870537,32.9069405,-23.9
35.1870537,32.9069405,-20.8
35.1870537,32.9069405,-17.7
35.1870537,32.9069405,-14.6
35.1870537,32.9069405,-11.5
35.1870804,32.9069443,-8.4
35.1870804,32.9069443,-5.3
35.1870804,32.9069443,-2.2
35.1870804,32.9069443,-2.4
35.1870804,32.9069443,-2.5
35.1870804,32.9069443,-2.6
35.1870804,32.9069443,-2.7
35.1870804,32.9069443,-2.8
35.1870804,32.9069443,-2.9
35.1870804,32.9069443,-3
35.1870804,32.9069443,-3.1
35.1870804,32.9069443,-3.2
35.1870804,32.9069443,-3.3
35.1870804,32.9069443,-5.3
35.1870804,32.9069443,-7.3
35.1870804,32.9069443,-9.3
35.1870804,32.9069443,-11.3
35.1870804,32.9069443,-13.3
35.1870804,32.9069443,-15.3
35.1870804,32.9069443,-17.3
35.1871071,32.9069481,-19.3
35.1871071,32.9069481,-21.3
35.1871071,32.9069481,-23.3
35.1871071,32.9069481,-25.1
35.1871071,32.9069481,-26.9
35.1871071,32.9069481,-28.6
35.1871071,32.9069481,-30.4
35.1871071,32.9069481,-32.2
35.1871071,32.9069481,-33.9
35.1871071,32.9069481,-35.7
35.1871071,32.9069481,-37.5
35.1871071,32.9069481,-39.2
35.1871071,32.9069481,-41
35.1871071,32.9069481,-40.4
35.1871071,32.9069481,-39.8
35.1871071,32.9069481,-39.2
35.1871071,32.9069481,-38.5
35.1871071,32.9069481,-37.9
35.1871071,32.9069481,-37.3
35.1871071,32.9069481,-36.7
35.1871376,32.9069519,-36.1
35.1871376,32.9069519,-35.5
35.1871376,32.9069519,-34.9
35.1871376,32.9069519,-34.9
35.1871376,32.9069519,-35
35.1871376,32.9069519,-35.1
35.1871376,32.9069519,-35.1
35.1871376,32.9069519,-35.2
35.1871376,32.9069519,-35.3
35.1871376,32.9069519,-35.3
35.1871376,32.9069519,-35.4
35.1871376,32.9069519,-35.5
35.1871376,32.9069519,-35.5
35.1871376,32.9069519,-34.4
35.1871376,32.9069519,-33.3
35.1871376,32.9069519,-32.2
35.1871376,32.9069519,-31.1
35.1871376,32.9069519,-30
35.1871376,32.9069519,-28.9
35.1871376,32.9069519,-27.8
35.1871643,32.9069557,-26.7
35.1871643,32.9069557,-25.6
35.1871643,32.9069557,-24.5
